"","Date","Dernier","Ouv.","Plus Haut","Plus Bas","Vol.","Variation %"
"5300","01/04/2004",3.66998,3.64796,3.67306,3.62419,"104,96M","1,23%"
"5301","31/03/2004",3.62523,3.63212,3.65995,3.61773,"104,21M","0,14%"
"5302","30/03/2004",3.6201,3.62891,3.63359,3.60259,"88,25M","-0,39%"
"5303","29/03/2004",3.63418,3.59442,3.64061,3.5846,"71,58M","1,16%"
"5304","26/03/2004",3.59239,3.60266,3.60686,3.5775,"100,74M","0,62%"
"5305","25/03/2004",3.5704,3.54217,3.57934,3.53743,"118,22M","1,48%"
"5306","24/03/2004",3.51845,3.53832,3.56266,3.48953,"121,86M","-0,61%"
"5307","23/03/2004",3.53991,3.5316,3.56803,3.52512,"106,42M","0,02%"
"5308","22/03/2004",3.53922,3.58043,3.5817,3.51268,"119,02M","-2,05%"
"5309","19/03/2004",3.61328,3.6239,3.62545,3.59282,"100,46M","0,65%"
"5310","18/03/2004",3.58998,3.64857,3.65357,3.58507,"91,26M","-1,81%"
"5311","17/03/2004",3.65604,3.60293,3.66004,3.59739,"119,60M","1,90%"
"5312","16/03/2004",3.58804,3.57239,3.60077,3.54311,"119,02M","0,40%"
"5313","15/03/2004",3.57384,3.6521,3.66322,3.56581,"120,18M","-2,40%"
"5314","12/03/2004",3.66178,3.59795,3.66764,3.56973,"142,47M","0,42%"
"5315","11/03/2004",3.64643,3.71217,3.71217,3.61802,"204,69M","-2,97%"
"5316","10/03/2004",3.75809,3.71793,3.76125,3.71366,"112,13M","0,56%"
"5317","09/03/2004",3.73703,3.75919,3.76713,3.7287,"101,73M","-1,17%"
"5318","08/03/2004",3.78138,3.77275,3.78558,3.76952,"75,08M","0,54%"
"5319","05/03/2004",3.76111,3.77663,3.78933,3.72998,"123,88M","-0,42%"
"5320","04/03/2004",3.77694,3.77213,3.77846,3.75473,"99,26M","0,49%"
"5321","03/03/2004",3.75851,3.77383,3.78217,3.74252,"112,82M","-0,71%"
"5322","02/03/2004",3.78536,3.76783,3.78536,3.75899,"92,36M","0,97%"
"5323","01/03/2004",3.74887,3.7353,3.75572,3.73345,"85,66M","0,63%"
"5324","27/02/2004",3.72544,3.73634,3.76006,3.72544,"112,95M","0,29%"
"5325","26/02/2004",3.71449,3.72218,3.72508,3.70092,"108,27M","0,32%"
"5326","25/02/2004",3.70263,3.69218,3.71042,3.67417,"120,25M","0,52%"
"5327","24/02/2004",3.68344,3.72976,3.7345,3.66688,"127,64M","-1,28%"
"5328","23/02/2004",3.73115,3.74148,3.75714,3.72786,"85,60M","-0,06%"
"5329","20/02/2004",3.73328,3.74968,3.76566,3.72099,"85,79M","-0,69%"
"5330","19/02/2004",3.75932,3.71878,3.76133,3.71598,"106,38M","1,36%"
"5331","18/02/2004",3.70902,3.71409,3.71733,3.69928,"81,05M","0,14%"
"5332","17/02/2004",3.70382,3.68186,3.71082,3.68186,"88,95M","0,70%"
"5333","16/02/2004",3.67807,3.65573,3.67807,3.64976,"49,09M","0,79%"
"5334","13/02/2004",3.64934,3.67443,3.68606,3.64432,"88,46M","-0,88%"
"5335","12/02/2004",3.68156,3.68964,3.69867,3.66541,"113,46M","0,10%"
"5336","11/02/2004",3.67785,3.67259,3.6872,3.66412,"107,65M","0,26%"
"5337","10/02/2004",3.66845,3.66036,3.66974,3.64325,"76,23M","0,13%"
"5338","09/02/2004",3.66373,3.63729,3.67967,3.63729,"84,22M","1,08%"
"5339","06/02/2004",3.62472,3.61334,3.63164,3.59661,"102,38M","0,40%"
"5340","05/02/2004",3.61031,3.59622,3.63857,3.59471,"137,35M","0,08%"
"5341","04/02/2004",3.60757,3.61564,3.62538,3.60294,"117,53M","-0,84%"
"5342","03/02/2004",3.63821,3.66777,3.67259,3.62329,"94,39M","-0,73%"
"5343","02/02/2004",3.66502,3.66029,3.67664,3.65184,"76,89M","0,73%"
"5344","30/01/2004",3.63844,3.68469,3.68834,3.63844,"133,88M","-0,65%"
"5345","29/01/2004",3.6623,3.6749,3.68478,3.65619,"123,69M","-1,20%"
"5346","28/01/2004",3.70679,3.6756,3.71445,3.6753,"103,93M","0,25%"
"5347","27/01/2004",3.69742,3.71144,3.72429,3.69575,"120,42M","0,59%"
"5348","26/01/2004",3.67572,3.69329,3.69329,3.67007,"95,46M","-0,48%"
"5349","23/01/2004",3.69336,3.70053,3.70781,3.68499,"103,56M","-0,06%"
"5350","22/01/2004",3.6956,3.70323,3.71383,3.68939,"119,91M","0,52%"
"5351","21/01/2004",3.67638,3.65483,3.67638,3.65086,"100,79M","0,44%"
"5352","20/01/2004",3.66019,3.68728,3.694,3.65715,"107,55M","-0,81%"
"5353","19/01/2004",3.68997,3.67773,3.69947,3.67246,"88,09M","0,49%"
"5354","16/01/2004",3.6718,3.63969,3.68179,3.63969,"135,21M","1,24%"
"5355","15/01/2004",3.62697,3.60411,3.63557,3.59329,"109,07M","0,40%"
"5356","14/01/2004",3.61255,3.57704,3.61752,3.56749,"136,56M","1,02%"
"5357","13/01/2004",3.57618,3.57986,3.60964,3.57042,"133,43M","0,45%"
"5358","12/01/2004",3.5601,3.56484,3.57136,3.54822,"84,24M","-0,41%"
"5359","09/01/2004",3.5748,3.61002,3.61446,3.54818,"126,43M","-0,50%"
"5360","08/01/2004",3.59273,3.58425,3.61583,3.58381,"166,94M","0,82%"
"5361","07/01/2004",3.56351,3.60867,3.60935,3.55751,"105,44M","-0,90%"
"5362","06/01/2004",3.59582,3.61287,3.61287,3.5838,"86,86M","-0,35%"
"5363","05/01/2004",3.60829,3.59172,3.6096,3.57931,"80,50M","0,32%"
"5364","02/01/2004",3.5968,3.56339,3.59702,3.55457,"41,88M","1,09%"
"5365","31/12/2003",3.5579,3.49876,3.56676,3.49876,"32,04M","0,81%"
"5366","30/12/2003",3.52918,3.53957,3.55067,3.52458,"51,77M","0,24%"
"5367","29/12/2003",3.52079,3.50839,3.52197,3.50839,"39,43M","0,30%"
"5368","24/12/2003",3.5103,3.49589,3.51232,3.49507,"23,46M","0,29%"
"5369","23/12/2003",3.50009,3.50865,3.5148,3.49049,"56,02M","0,12%"
"5370","22/12/2003",3.49606,3.476,3.51654,3.476,"66,41M","-0,17%"
"5371","19/12/2003",3.50204,3.51771,3.5258,3.48853,"95,30M","-0,03%"
"5372","18/12/2003",3.50321,3.46549,3.50854,3.46549,"96,69M","0,67%"
"5373","17/12/2003",3.47987,3.49423,3.49437,3.46183,"121,35M","-0,19%"
"5374","16/12/2003",3.4866,3.46821,3.49947,3.46231,"99,45M","-0,11%"
"5375","15/12/2003",3.49042,3.52164,3.52245,3.48713,"87,34M","0,57%"
"5376","12/12/2003",3.4706,3.48228,3.50053,3.45602,"83,95M","0,08%"
"5377","11/12/2003",3.4679,3.44998,3.46911,3.44101,"85,41M","0,84%"
"5378","10/12/2003",3.43885,3.44906,3.45617,3.41977,"88,73M","-0,50%"
"5379","09/12/2003",3.45612,3.45983,3.47857,3.45118,"102,91M","0,62%"
"5380","08/12/2003",3.43491,3.43278,3.43957,3.41756,"58,11M","-0,64%"
"5381","05/12/2003",3.45714,3.48121,3.4918,3.44237,"86,95M","-1,13%"
"5382","04/12/2003",3.49655,3.49026,3.50528,3.47731,"98,54M","-0,15%"
"5383","03/12/2003",3.50193,3.46733,3.51128,3.46608,"118,68M","0,87%"
"5384","02/12/2003",3.47186,3.49144,3.50697,3.46245,"101,76M","-0,53%"
"5385","01/12/2003",3.49026,3.45066,3.49075,3.44072,"99,06M","1,91%"
"5386","28/11/2003",3.42479,3.42998,3.44276,3.39659,"274,35M","-0,20%"
"5387","27/11/2003",3.43166,3.42515,3.43782,3.41666,"63,21M","0,48%"
"5388","26/11/2003",3.41519,3.4212,3.45015,3.40956,"110,78M","-0,09%"
"5389","25/11/2003",3.41815,3.41817,3.4372,3.41416,"98,63M","0,18%"
"5390","24/11/2003",3.41205,3.37235,3.41918,3.36958,"84,91M","1,36%"
"5391","21/11/2003",3.36612,3.31844,3.36612,3.31766,"96,44M","1,26%"
"5392","20/11/2003",3.32439,3.36947,3.36947,3.28793,"111,82M","-0,57%"
"5393","19/11/2003",3.34338,3.31174,3.35011,3.29826,"107,02M","-0,28%"
"5394","18/11/2003",3.35292,3.38663,3.38663,3.34306,"84,54M","-0,19%"
"5395","17/11/2003",3.3593,3.39603,3.40653,3.35586,"90,48M","-2,59%"
"5396","14/11/2003",3.4486,3.40365,3.46135,3.40365,"91,05M","1,06%"
"5397","13/11/2003",3.41255,3.44426,3.4498,3.40158,"99,86M","0,04%"
"5398","12/11/2003",3.41105,3.40085,3.42188,3.39119,"67,61M","0,15%"
"5399","11/11/2003",3.40605,3.40225,3.4117,3.38812,"56,27M","-0,56%"
"5400","10/11/2003",3.42519,3.42631,3.45847,3.42094,"67,81M","-0,81%"
"5401","07/11/2003",3.45313,3.43462,3.47283,3.43429,"108,44M","1,20%"
"5402","06/11/2003",3.41218,3.40386,3.43607,3.37218,"106,30M","0,56%"
"5403","05/11/2003",3.39325,3.40455,3.42141,3.38482,"97,58M","-0,92%"
"5404","04/11/2003",3.42481,3.43282,3.44861,3.40717,"97,85M","-0,41%"
"5405","03/11/2003",3.43907,3.38198,3.44225,3.37723,"96,83M","1,95%"
"5406","31/10/2003",3.3732,3.37839,3.37839,3.35282,"78,59M","-0,42%"
"5407","30/10/2003",3.38736,3.36514,3.41764,3.34685,"135,54M","0,61%"
"5408","29/10/2003",3.36695,3.38706,3.38921,3.34983,"96,37M","0,44%"
"5409","28/10/2003",3.35215,3.31681,3.35396,3.31681,"85,64M","1,38%"
"5410","27/10/2003",3.30659,3.28382,3.32138,3.27922,"67,83M","1,23%"
"5411","24/10/2003",3.26627,3.26478,3.27731,3.24947,"72,42M","0,06%"
"5412","23/10/2003",3.26429,3.25527,3.28336,3.23905,"116,31M","-1,16%"
"5413","22/10/2003",3.3027,3.35866,3.37081,3.297,"100,17M","-1,80%"
"5414","21/10/2003",3.3633,3.38832,3.39579,3.35207,"90,40M","0,13%"
"5415","20/10/2003",3.3588,3.33874,3.37487,3.3344,"77,53M","0,15%"
"5416","17/10/2003",3.35372,3.37944,3.39516,3.34493,"91,67M","-0,11%"
"5417","16/10/2003",3.35749,3.36182,3.39363,3.34723,"101,31M","-0,52%"
"5418","15/10/2003",3.37498,3.36975,3.40376,3.3608,"109,54M","0,90%"
"5419","14/10/2003",3.3449,3.38014,3.38014,3.33626,"92,95M","-0,46%"
"5420","13/10/2003",3.36034,3.31392,3.36755,3.31392,"65,81M","1,64%"
"5421","10/10/2003",3.30612,3.32979,3.34536,3.29439,"85,58M","-0,57%"
"5422","09/10/2003",3.32499,3.26682,3.32499,3.24508,"97,03M","2,35%"
"5423","08/10/2003",3.24861,3.24466,3.29283,3.23374,"101,12M","-0,19%"
"5424","07/10/2003",3.25475,3.29035,3.29096,3.22934,"78,52M","-0,81%"
"5425","06/10/2003",3.28136,3.29185,3.29717,3.27137,"62,77M","-0,46%"
"5426","03/10/2003",3.29636,3.20209,3.29988,3.19757,"115,38M","3,24%"
"5427","02/10/2003",3.19294,3.21961,3.22841,3.18243,"114,93M","0,06%"
"5428","01/10/2003",3.19101,3.1371,3.19101,3.12236,"113,36M","1,79%"
"5429","30/09/2003",3.13499,3.19193,3.20865,3.11093,"173,97M","-1,68%"
"5430","29/09/2003",3.18871,3.21566,3.2432,3.17503,"105,85M","-0,87%"
"5431","26/09/2003",3.21676,3.20977,3.2312,3.17796,"124,80M","-0,43%"
"5432","25/09/2003",3.23054,3.2209,3.24369,3.20988,"140,19M","-1,02%"
"5433","24/09/2003",3.26378,3.28481,3.30001,3.26221,"115,37M","-0,07%"
"5434","23/09/2003",3.26604,3.29062,3.29875,3.24132,"114,01M","-0,52%"
"5435","22/09/2003",3.28295,3.33462,3.33665,3.26953,"121,30M","-2,69%"
"5436","19/09/2003",3.37364,3.42285,3.42426,3.36714,"114,10M","-1,21%"
"5437","18/09/2003",3.41501,3.39473,3.41507,3.37692,"103,04M","0,62%"
"5438","17/09/2003",3.39393,3.40871,3.42309,3.39348,"103,03M","0,22%"
"5439","16/09/2003",3.38641,3.34409,3.38665,3.33354,"89,24M","1,44%"
"5440","15/09/2003",3.33836,3.33659,3.36119,3.33294,"81,51M","0,48%"
"5441","12/09/2003",3.32256,3.36495,3.37564,3.30154,"127,36M","-0,77%"
"5442","11/09/2003",3.34825,3.30944,3.35964,3.30577,"108,66M","0,59%"
"5443","10/09/2003",3.32871,3.36407,3.36488,3.3244,"132,55M","-1,38%"
"5444","09/09/2003",3.37526,3.43093,3.43137,3.36405,"119,47M","-1,01%"
"5445","08/09/2003",3.40972,3.38566,3.41769,3.38185,"93,43M","0,50%"
"5446","05/09/2003",3.39275,3.40893,3.42223,3.37099,"116,01M","-0,53%"
"5447","04/09/2003",3.41069,3.42057,3.4328,3.39445,"135,43M","-0,35%"
"5448","03/09/2003",3.42278,3.39919,3.43579,3.39367,"187,65M","1,75%"
"5449","02/09/2003",3.36393,3.36858,3.37677,3.34227,"143,20M","0,16%"
"5450","01/09/2003",3.35852,3.33598,3.37321,3.33554,"150,82M","1,42%"
"5451","29/08/2003",3.31142,3.33699,3.35394,3.3111,"100,15M","-0,35%"
"5452","28/08/2003",3.32295,3.29011,3.33601,3.28016,"100,85M","1,31%"
"5453","27/08/2003",3.28002,3.27953,3.2847,3.26183,"93,36M","0,72%"
"5454","26/08/2003",3.25669,3.30301,3.31705,3.24988,"81,48M","-1,05%"
"5455","25/08/2003",3.29136,3.31031,3.31173,3.28427,"50,27M","-1,13%"
"5456","22/08/2003",3.32899,3.29752,3.34755,3.29752,"104,64M","0,68%"
"5457","21/08/2003",3.30642,3.29463,3.33081,3.29463,"106,05M","0,80%"
"5458","20/08/2003",3.28034,3.30448,3.30448,3.26427,"83,78M","-0,92%"
"5459","19/08/2003",3.3107,3.31567,3.32389,3.29125,"103,69M","0,29%"
"5460","18/08/2003",3.30108,3.30125,3.30125,3.26144,"59,80M","0,67%"
"5461","15/08/2003",3.27921,3.26624,3.29882,3.2625,"57,63M","0,54%"
"5462","14/08/2003",3.2617,3.21788,3.2617,3.19703,"74,37M","1,67%"
"5463","13/08/2003",3.20806,3.23229,3.23718,3.19853,"81,76M","-0,01%"
"5464","12/08/2003",3.20823,3.20189,3.22341,3.19088,"71,84M","0,62%"
"5465","11/08/2003",3.18832,3.18437,3.20035,3.16893,"50,37M","0,72%"
"5466","08/08/2003",3.16549,3.14587,3.18968,3.1336,"72,18M","1,12%"
"5467","07/08/2003",3.13056,3.15661,3.15661,3.10537,"85,08M","0,14%"
"5468","06/08/2003",3.12615,3.15406,3.1585,3.11963,"92,89M","-1,93%"
"5469","05/08/2003",3.18761,3.16785,3.20342,3.15088,"86,74M","1,45%"
"5470","04/08/2003",3.142,3.16401,3.20618,3.12619,"77,99M","-0,87%"
"5471","01/08/2003",3.16963,3.20081,3.21915,3.1586,"111,46M","-1,27%"
"5472","31/07/2003",3.21027,3.18928,3.22055,3.15547,"146,64M","1,19%"
"5473","30/07/2003",3.17251,3.13272,3.18303,3.13185,"145,94M","0,96%"
"5474","29/07/2003",3.14239,3.15553,3.1887,3.12864,"171,57M","-0,71%"
"5475","28/07/2003",3.16493,3.1423,3.1809,3.13851,"95,95M","1,79%"
"5476","25/07/2003",3.10932,3.11806,3.13634,3.0972,"77,85M","-1,51%"
"5477","24/07/2003",3.15686,3.06936,3.15804,3.06921,"118,48M","2,18%"
"5478","23/07/2003",3.08941,3.10044,3.1144,3.08004,"69,26M","-0,10%"
"5479","22/07/2003",3.09262,3.08831,3.09379,3.0605,"66,29M","0,38%"
"5480","21/07/2003",3.08106,3.15776,3.15776,3.07232,"76,42M","-1,54%"
"5481","18/07/2003",3.12921,3.12887,3.15682,3.11908,"87,26M","-0,01%"
"5482","17/07/2003",3.12937,3.13938,3.14496,3.10238,"97,42M","-0,68%"
"5483","16/07/2003",3.15072,3.18685,3.1994,3.14432,"91,71M","-0,90%"
"5484","15/07/2003",3.17933,3.17589,3.20603,3.16937,"90,66M","-0,34%"
"5485","14/07/2003",3.19023,3.15344,3.20215,3.14185,"63,49M","1,66%"
"5486","11/07/2003",3.13827,3.08047,3.14,3.07635,"73,63M","1,29%"
"5487","10/07/2003",3.09828,3.12131,3.13535,3.09118,"83,77M","-1,33%"
"5488","09/07/2003",3.13993,3.1772,3.19052,3.13185,"88,95M","-1,20%"
"5489","08/07/2003",3.17797,3.16935,3.20335,3.148,"95,01M","-0,13%"
"5490","07/07/2003",3.18219,3.09792,3.18219,3.09738,"102,03M","3,57%"
"5491","04/07/2003",3.0724,3.07775,3.09124,3.0724,"59,81M","-0,64%"
"5492","03/07/2003",3.09209,3.0931,3.10576,3.05463,"91,20M","0,42%"
"5493","02/07/2003",3.07907,3.0569,3.08775,3.04936,"88,64M","2,19%"
"5494","01/07/2003",3.013,3.08559,3.09813,3.00872,"106,26M","-2,31%"
"5495","30/06/2003",3.0841,3.09482,3.13719,3.0841,"135,21M","-0,80%"
"5496","27/06/2003",3.10902,3.12207,3.12844,3.08906,"131,51M","0,18%"
"5497","26/06/2003",3.10346,3.07119,3.12937,3.07119,"132,47M","-0,17%"
"5498","25/06/2003",3.1087,3.11523,3.13165,3.08346,"151,44M","0,17%"
"5499","24/06/2003",3.10334,3.12209,3.12988,3.08927,"182,85M","-0,51%"
"5500","23/06/2003",3.11924,3.16434,3.17614,3.11297,"86,50M","-2,22%"
"5501","20/06/2003",3.19011,3.12594,3.19868,3.12594,"148,47M","0,80%"
"5502","19/06/2003",3.16491,3.2194,3.22087,3.15655,"137,04M","-1,53%"
"5503","18/06/2003",3.21393,3.19912,3.2286,3.17865,"113,07M","0,41%"
"5504","17/06/2003",3.20075,3.21303,3.22432,3.17937,"122,54M","0,83%"
"5505","16/06/2003",3.17449,3.09596,3.17743,3.07714,"102,43M","2,11%"
"5506","13/06/2003",3.10894,3.14399,3.16011,3.0987,"125,11M","-1,37%"
"5507","12/06/2003",3.15216,3.13706,3.17073,3.13557,"135,94M","0,97%"
"5508","11/06/2003",3.1219,3.10304,3.13085,3.08897,"115,30M","1,23%"
"5509","10/06/2003",3.08385,3.04702,3.0901,3.04297,"104,36M","0,94%"
"5510","09/06/2003",3.05523,3.07499,3.08804,3.044,"68,68M","-1,23%"
"5511","06/06/2003",3.09321,3.03978,3.11278,3.03978,"145,95M","1,95%"
"5512","05/06/2003",3.03407,3.07577,3.08582,3.01068,"127,00M","-0,97%"
"5513","04/06/2003",3.06385,3.04904,3.07991,3.02615,"123,15M","0,80%"
"5514","03/06/2003",3.03941,3.017,3.03941,3.00299,"127,16M","-0,29%"
"5515","02/06/2003",3.04832,3.01866,3.04832,2.99032,"98,21M","1,89%"
"5516","30/05/2003",2.99175,2.93933,3.01292,2.93486,"141,35M","0,76%"
"5517","29/05/2003",2.96918,2.93478,2.98585,2.92939,"63,57M","0,66%"
"5518","28/05/2003",2.94961,2.93101,2.95602,2.9073,"127,49M","2,01%"
"5519","27/05/2003",2.89147,2.8801,2.90372,2.82681,"102,00M","0,21%"
"5520","26/05/2003",2.88552,2.88379,2.92605,2.88107,"44,94M","-0,40%"
"5521","23/05/2003",2.89716,2.93064,2.93099,2.86177,"103,88M","-0,21%"
"5522","22/05/2003",2.90327,2.88605,2.90595,2.87682,"122,95M","0,77%"
"5523","21/05/2003",2.8812,2.87645,2.88144,2.81434,"181,88M","0,14%"
"5524","20/05/2003",2.87726,2.86625,2.89014,2.82988,"106,66M","0,35%"
"5525","19/05/2003",2.86729,2.93298,2.93298,2.86108,"104,47M","-4,26%"
"5526","16/05/2003",2.99487,2.99759,3.03627,2.96657,"119,31M","-0,04%"
"5527","15/05/2003",2.99598,2.96489,3.00658,2.94267,"102,48M","1,15%"
"5528","14/05/2003",2.96183,2.95814,3.01656,2.95266,"95,42M","-0,06%"
"5529","13/05/2003",2.96363,2.97068,2.98078,2.9384,"109,40M","0,03%"
"5530","12/05/2003",2.96263,2.99266,3.00362,2.92214,"80,53M","-0,18%"
"5531","09/05/2003",2.96789,2.94274,2.96789,2.90232,"87,73M","0,98%"
"5532","08/05/2003",2.93917,3.01798,3.03559,2.92907,"95,20M","-2,80%"
"5533","07/05/2003",3.02396,3.05382,3.07062,3.0156,"152,16M","-1,10%"
"5534","06/05/2003",3.05756,2.99836,3.05756,2.98081,"96,38M","2,05%"
"5535","05/05/2003",2.99622,2.99251,3.0356,2.99133,"114,00M","1,12%"
"5536","02/05/2003",2.96312,2.94541,2.96312,2.9047,"100,54M","0,32%"
"5537","30/04/2003",2.95367,2.94626,2.98627,2.93009,"124,82M","0,44%"
"5538","29/04/2003",2.9408,2.98086,3.01542,2.9408,"167,33M","-0,30%"
"5539","28/04/2003",2.94957,2.85883,2.95607,2.85323,"119,26M","2,89%"
"5540","25/04/2003",2.86674,2.90469,2.92767,2.86186,"105,05M","-1,25%"
"5541","24/04/2003",2.90304,2.93629,2.98592,2.89838,"127,07M","-2,01%"
"5542","23/04/2003",2.96267,2.97107,3.00091,2.94506,"146,62M","1,65%"
"5543","22/04/2003",2.9146,2.91617,2.92242,2.86163,"91,02M","0,55%"
"5544","17/04/2003",2.89861,2.86534,2.91328,2.85175,"94,00M","0,12%"
"5545","16/04/2003",2.89516,2.97211,2.99106,2.88435,"168,65M","-0,90%"
"5546","15/04/2003",2.92152,2.91487,2.95809,2.89502,"154,29M","1,62%"
"5547","14/04/2003",2.87498,2.83634,2.88347,2.80809,"98,89M","1,30%"
"5548","11/04/2003",2.83814,2.82369,2.89341,2.81929,"140,36M","1,05%"
"5549","10/04/2003",2.80858,2.84743,2.86125,2.80296,"149,48M","-2,75%"
"5550","09/04/2003",2.88803,2.86356,2.93832,2.8367,"176,56M","-0,19%"
"5551","08/04/2003",2.89351,2.90589,2.9382,2.88559,"168,59M","-1,44%"
"5552","07/04/2003",2.93568,2.92089,2.98935,2.9106,"174,89M","3,44%"
"5553","04/04/2003",2.83796,2.79881,2.86333,2.76348,"129,27M","1,77%"
"5554","03/04/2003",2.78869,2.75924,2.82971,2.74578,"145,99M","1,63%"
"5555","02/04/2003",2.74388,2.68323,2.75183,2.68224,"149,75M","4,13%"
"5556","01/04/2003",2.63504,2.62772,2.66807,2.59928,"121,11M","0,63%"
"5557","31/03/2003",2.61846,2.66677,2.66677,2.59683,"119,89M","-4,19%"
"5558","28/03/2003",2.733,2.73591,2.74495,2.67891,"111,88M","0,37%"
"5559","27/03/2003",2.72284,2.75629,2.76082,2.7012,"101,95M","-2,32%"
"5560","26/03/2003",2.78756,2.79195,2.84262,2.76691,"125,40M","-0,29%"
"5561","25/03/2003",2.79579,2.70746,2.80315,2.64422,"143,33M","2,53%"
"5562","24/03/2003",2.72685,2.84163,2.8425,2.72397,"141,23M","-5,67%"
"5563","21/03/2003",2.89068,2.82141,2.90996,2.82091,"116,49M","3,43%"
"5564","20/03/2003",2.79483,2.81485,2.85831,2.76593,"95,03M","-1,51%"
"5565","19/03/2003",2.83768,2.80795,2.88944,2.7708,"107,18M","1,53%"
"5566","18/03/2003",2.79489,2.84787,2.90201,2.76237,"169,11M","-1,30%"
"5567","17/03/2003",2.83173,2.63284,2.86421,2.62305,"135,27M","3,35%"
"5568","14/03/2003",2.74001,2.59855,2.74001,2.5953,"210,10M","7,25%"
"5569","13/03/2003",2.55471,2.45305,2.55471,2.43145,"134,17M","6,31%"
"5570","12/03/2003",2.40304,2.50734,2.51829,2.40115,"152,60M","-3,62%"
"5571","11/03/2003",2.49342,2.4995,2.52374,2.46663,"135,52M","-0,80%"
"5572","10/03/2003",2.51361,2.58121,2.5825,2.51361,"79,71M","-2,38%"
"5573","07/03/2003",2.57491,2.61307,2.61716,2.56933,"108,60M","-2,26%"
"5574","06/03/2003",2.63453,2.66943,2.67682,2.62061,"94,54M","-0,77%"
"5575","05/03/2003",2.65507,2.65201,2.67436,2.63364,"99,09M","-0,79%"
"5576","04/03/2003",2.67634,2.73242,2.73443,2.6509,"100,64M","-3,11%"
"5577","03/03/2003",2.76225,2.77068,2.79673,2.74691,"93,10M","0,30%"
"5578","28/02/2003",2.75407,2.73746,2.75784,2.69393,"119,08M","1,41%"
"5579","27/02/2003",2.7158,2.64061,2.72543,2.63319,"127,80M","2,15%"
"5580","26/02/2003",2.65857,2.72568,2.72789,2.6476,"230,32M","-0,92%"
"5581","25/02/2003",2.68337,2.75751,2.7628,2.68337,"113,55M","-3,67%"
"5582","24/02/2003",2.78561,2.82884,2.85005,2.78561,"67,72M","-1,56%"
"5583","21/02/2003",2.82983,2.78173,2.82983,2.78173,"87,59M","0,90%"
"5584","20/02/2003",2.80449,2.85774,2.88378,2.79252,"95,63M","-1,91%"
"5585","19/02/2003",2.85919,2.93214,2.93239,2.85919,"86,69M","-2,70%"
"5586","18/02/2003",2.93863,2.89217,2.95075,2.86475,"92,97M","1,96%"
"5587","17/02/2003",2.88212,2.8704,2.88486,2.85859,"67,78M","1,92%"
"5588","14/02/2003",2.82775,2.76694,2.85943,2.76555,"121,36M","2,50%"
"5589","13/02/2003",2.75865,2.74359,2.78621,2.72703,"90,17M","-0,43%"
"5590","12/02/2003",2.77062,2.80622,2.81172,2.77047,"85,97M","-2,51%"
"5591","11/02/2003",2.84184,2.80364,2.84667,2.79595,"85,86M","2,51%"
"5592","10/02/2003",2.77226,2.80174,2.80207,2.75697,"81,90M","-0,87%"
"5593","07/02/2003",2.79666,2.84249,2.8547,2.79263,"90,58M","-1,39%"
"5594","06/02/2003",2.83618,2.86214,2.91129,2.82026,"105,35M","-1,68%"
"5595","05/02/2003",2.88462,2.85951,2.89009,2.82871,"108,68M","0,74%"
"5596","04/02/2003",2.8635,2.93418,2.93791,2.86142,"130,13M","-3,19%"
"5597","03/02/2003",2.95779,2.97393,2.98399,2.94145,"79,43M","0,68%"
"5598","31/01/2003",2.93788,2.86524,2.94316,2.84798,"133,39M","0,81%"
"5599","30/01/2003",2.91413,2.86651,2.92065,2.86074,"122,23M","2,61%"
"5600","29/01/2003",2.84005,2.79206,2.84009,2.73351,"161,87M","1,43%"
"5601","28/01/2003",2.80007,2.82405,2.84681,2.78187,"111,28M","0,15%"
"5602","27/01/2003",2.79578,2.8744,2.87489,2.7945,"131,42M","-3,55%"
"5603","24/01/2003",2.8986,2.93642,2.96957,2.89458,"124,53M","-0,66%"
"5604","23/01/2003",2.91797,2.9625,2.9752,2.91378,"139,43M","-0,46%"
"5605","22/01/2003",2.93138,2.99217,3.01084,2.90857,"137,33M","-2,04%"
"5606","21/01/2003",2.99239,3.03871,3.06409,2.98995,"134,15M","-0,92%"
"5607","20/01/2003",3.02007,3.0496,3.07631,3.01716,"73,21M","-1,21%"
"5608","17/01/2003",3.05693,3.11795,3.1289,3.05567,"109,50M","-2,73%"
"5609","16/01/2003",3.14259,3.12853,3.16838,3.11562,"107,98M","0,25%"
"5610","15/01/2003",3.13466,3.19874,3.21549,3.12799,"145,86M","-1,24%"
"5611","14/01/2003",3.17403,3.18122,3.20126,3.14781,"176,59M","0,13%"
"5612","13/01/2003",3.16982,3.16989,3.21096,3.15994,"120,13M","0,31%"
"5613","10/01/2003",3.16013,3.14201,3.18931,3.10856,"137,78M","0,25%"
"5614","09/01/2003",3.15229,3.09796,3.15229,3.05433,"118,48M","1,88%"
"5615","08/01/2003",3.09409,3.13693,3.15942,3.0901,"86,57M","-2,12%"
"5616","07/01/2003",3.16099,3.23173,3.23234,3.14567,"85,25M","-1,54%"
"5617","06/01/2003",3.21027,3.20481,3.22889,3.15657,"76,16M","0,70%"
"5618","03/01/2003",3.18788,3.20485,3.21778,3.17498,"96,38M","-0,22%"
"5619","02/01/2003",3.19502,3.05706,3.19502,3.04868,"69,37M","4,28%"
"5620","31/12/2002",3.06391,3.02815,3.09198,3.02313,"42,02M","1,28%"
