id_client;nationalite;flag_est_parrain;flag_est_filleul;date_debut_premier_sejour;date_fin_premier_sejour;type_destination_premier_sejour;gamme_premier_sejour;pays_premier_sejour;saison_premier_sejour;canal_reservation_premier_sejour;nb_adultes_premier_sejour;nb_enfants_premier_sejour;date_debut_dernier_sejour;date_fin_dernier_sejour;type_destination_dernier_sejour;gamme_dernier_sejour;pays_dernier_sejour;saison_dernier_sejour;canal_reservation_dernier_sejour;nb_adultes_dernier_sejour;nb_enfants_dernier_sejour;nb_sejours_2021;nb_sejours_2022;nb_sejours_2023;mt_sejours_2021;mt_sejours_2022;mt_sejours_2023;duree_sejours_2021;duree_sejours_2022;duree_sejours_2023;nb_participants_sejours_2021;nb_participants_sejours_2022;nb_participants_sejours_2023;mt_extras_sejours_2021;mt_extras_sejours_2022;mt_extras_sejours_2023;nb_residences_distinctes;duree_sejour_moyen;liste_extras
ID_64738732206207;France;0;0;05/11/2022;12/11/2022;Soleil;3;France;Eté;Agence;2;;05/11/2022;12/11/2022;Soleil;3;France;Eté;Agence;2;;0;1;0;0;1583;0;0;7;0;0;2;0;0;0;0;1;7;
ID_64743332226269;France;0;0;01/05/2021;08/05/2021;Montagne;4;France;Hiver;Agence;2;2;01/05/2021;08/05/2021;Montagne;4;France;Hiver;Agence;2;2;1;0;0;8005;0;0;7;0;0;4;0;0;1044;0;0;1;7;Bien-être|Sports|Boutique|Restauration|Services
ID_64745032551903;France;0;0;08/05/2022;15/05/2022;Montagne;4;Italy;Hiver;Agence;1;;27/08/2022;01/09/2022;Montagne;4;France;Eté;Agence;1;;0;2;0;0;2116;0;0;11;0;0;2;0;0;537;0;2;6;Services|Bien-être|Excursion|Boutique
ID_64746032578399;France;0;0;29/10/2022;05/11/2022;Soleil;3;France;Eté;Web;2;;29/10/2022;05/11/2022;Soleil;3;France;Eté;Web;2;;0;1;0;0;1667;0;0;7;0;0;2;0;0;0;0;1;7;
ID_64749832648581;France;0;0;25/03/2021;01/04/2021;Montagne;3;France;Hiver;Indirect;2;3;29/11/2022;02/12/2022;Soleil;4;France;Eté;Indirect;2;3;1;1;0;3220;1415;0;7;3;0;5;5;0;1035;536;0;2;;Services|Restauration|Sports|Enfants|Excursion|Boutique|Bien-être
ID_64751232722382;France;0;0;05/08/2022;10/08/2022;Soleil;3;Turkey;Eté;Agence;1;;10/06/2023;16/06/2023;Soleil;3;Turks And Caicos;Hiver;Agence;1;;0;1;1;0;1232;2585;0;5;6;0;1;1;0;0;35;2;6;Boutique
ID_64758632569945;France;0;0;01/08/2021;08/08/2021;Soleil;3;Morocco;Eté;Web;2;2;01/08/2021;08/08/2021;Soleil;3;Morocco;Eté;Web;2;2;1;0;0;3229;0;0;7;0;0;4;0;0;0;0;0;1;7;
ID_64760932315375;France;0;0;17/12/2021;25/12/2021;Soleil;4;Mexico;Eté;Indirect;2;2;17/12/2021;25/12/2021;Soleil;4;Mexico;Eté;Indirect;2;2;1;0;0;7395;0;0;7;0;0;4;0;0;707;0;0;1;7;Boutique|Services
ID_64764532966840;France;0;0;08/04/2022;15/04/2022;Montagne;4;Switzerland;Hiver;Agence;2;2;08/04/2022;15/04/2022;Montagne;4;Switzerland;Hiver;Agence;2;2;0;1;0;0;5421;0;0;7;0;0;4;0;0;378;0;1;7;Services|Sports|Boutique
ID_64765132396422;France;0;0;15/04/2023;22/04/2023;Soleil;4;Thailand;Hiver;Indirect;2;2;15/04/2023;22/04/2023;Soleil;4;Thailand;Hiver;Indirect;2;2;0;0;1;0;0;5752;0;0;7;0;0;4;0;0;0;1;7;
ID_64791632465166;France;0;0;28/04/2023;06/05/2023;Montagne;4;Italy;Hiver;Agence;2;2;28/04/2023;06/05/2023;Montagne;4;Italy;Hiver;Agence;2;2;0;0;1;0;0;7459;0;0;7;0;0;4;0;0;512;1;7;Sports|Excursion|Boutique|Bien-être|Restauration
ID_64793832563644;France;0;0;28/04/2023;06/05/2023;Soleil;4;Senegal;Hiver;Agence;1;;28/04/2023;06/05/2023;Soleil;4;Senegal;Hiver;Agence;1;;0;0;1;0;0;2164;0;0;7;0;0;1;0;0;0;1;7;
ID_64807032863329;France;0;0;28/04/2023;06/05/2023;Montagne;3;France;Hiver;Web;2;2;28/04/2023;06/05/2023;Montagne;3;France;Hiver;Web;2;2;0;0;1;0;0;4794;0;0;7;0;0;4;0;0;223;1;7;Sports|Boutique|Restauration|Bien-être
ID_64809632808762;France;0;0;25/06/2023;30/06/2023;Soleil;4;France;Hiver;Web;3;;25/12/2023;30/12/2023;Soleil;3;France;Eté;Agence;3;;0;0;2;0;0;4474;0;0;10;0;0;6;0;0;0;2;5;
ID_64818932584504;France;0;0;30/11/2023;03/12/2023;Soleil;4;Morocco;Eté;Agence;2;;30/11/2023;03/12/2023;Soleil;4;Morocco;Eté;Agence;2;;0;0;1;0;0;1126;0;0;3;0;0;2;0;0;0;1;3;
ID_64823832378443;France;0;0;10/03/2021;14/03/2021;Soleil;4;France;Hiver;Agence;2;;10/03/2021;14/03/2021;Soleil;4;France;Hiver;Agence;2;;1;0;0;854;0;0;4;0;0;2;0;0;0;0;0;1;4;
ID_64827332659848;France;0;0;03/04/2022;13/04/2022;Soleil;4;Guadeloupe;Hiver;Call Center;2;;03/04/2022;13/04/2022;Soleil;4;Guadeloupe;Hiver;Call Center;2;;0;1;0;0;7685;0;0;10;0;0;2;0;0;376;0;1;10;Excursion|Restauration|Boutique
ID_64829632310563;France;0;0;23/07/2022;30/07/2022;Soleil;3;Italy;Eté;Agence;2;;23/07/2022;30/07/2022;Soleil;3;Italy;Eté;Agence;2;;0;1;0;0;2640;0;0;7;0;0;2;0;0;584;0;1;7;Services|Excursion|Boutique|Restauration|Bien-être
ID_64834432294968;France;0;0;14/01/2022;22/01/2022;Soleil;4;Mexico;Hiver;Agence;2;;14/01/2022;22/01/2022;Soleil;4;Mexico;Hiver;Agence;2;;0;1;0;0;3570;0;0;7;0;0;2;0;0;586;0;1;7;Bien-être|Boutique|Services
ID_64866832543192;France;0;0;30/06/2023;07/07/2023;Soleil;3;Italy;Hiver;Agence;2;;30/06/2023;07/07/2023;Soleil;3;Italy;Hiver;Agence;2;;0;0;1;0;0;2287;0;0;7;0;0;2;0;0;21;1;7;Excursion
ID_64868332892041;France;0;0;05/12/2021;12/12/2021;Soleil;3;Tunisia;Eté;;2;;05/12/2021;12/12/2021;Soleil;3;Tunisia;Eté;Indirect;2;;1;0;0;2135;0;0;7;0;0;2;0;0;0;0;0;1;7;
ID_64871932475810;France;0;0;09/01/2021;18/01/2021;Soleil;4;Guadeloupe;Hiver;Indirect;2;;09/01/2021;18/01/2021;Soleil;4;Guadeloupe;Hiver;Indirect;2;;1;0;0;4363;0;0;9;0;0;2;0;0;0;0;0;1;9;
ID_64873632105483;France;0;0;25/03/2021;01/04/2021;Soleil;4;Dominican Republic;Hiver;Agence;2;2;25/03/2021;01/04/2021;Soleil;4;Dominican Republic;Hiver;Agence;2;2;1;0;0;6207;0;0;7;0;0;4;0;0;42;0;0;1;7;Boutique|Services|Bien-être
ID_64875132897078;France;0;0;07/07/2023;14/07/2023;Soleil;3;Italy;Eté;Agence;1;;07/07/2023;14/07/2023;Soleil;3;Italy;Eté;Agence;1;;0;0;1;0;0;1085;0;0;7;0;0;1;0;0;88;1;7;Boutique|Excursion
ID_64878532914351;France;0;0;16/05/2022;23/05/2022;Soleil;4;Maldivian Islands Republic;Hiver;Agence;2;;16/05/2022;23/05/2022;Soleil;4;Maldivian Islands Republic;Hiver;Agence;2;;0;1;0;0;5027;0;0;7;0;0;2;0;0;;0;1;7;Services|Boutique
ID_64884932489038;France;0;0;08/10/2021;15/10/2021;Soleil;5;Croisieres;Eté;Agence;2;;08/10/2021;15/10/2021;Soleil;5;Croisieres;Eté;Agence;2;;1;0;0;7385;0;0;7;0;0;2;0;0;0;0;0;1;7;
ID_64892632842390;France;0;0;24/06/2023;29/06/2023;Soleil;3;France;Hiver;Agence;2;2;24/06/2023;29/06/2023;Soleil;3;France;Hiver;Agence;2;2;0;0;1;0;0;2464;0;0;5;0;0;4;0;0;77;1;5;Boutique
ID_64901932895445;France;0;0;15/03/2021;18/03/2021;Montagne;4;France;Hiver;Indirect;1;;15/03/2021;18/03/2021;Montagne;4;France;Hiver;Indirect;1;;1;0;0;774;0;0;3;0;0;1;0;0;0;0;0;1;3;
ID_64903032983068;France;0;0;28/09/2021;01/10/2021;Soleil;3;France;Eté;Agence;1;2;28/09/2021;01/10/2021;Soleil;3;France;Eté;Agence;1;2;1;0;0;1829;0;0;4;0;0;3;0;0;0;0;0;1;4;
ID_64908032639407;France;0;0;23/11/2022;30/11/2022;Soleil;3;Turkey;Eté;Web;1;;23/11/2022;30/11/2022;Soleil;3;Turkey;Eté;Web;1;;0;1;0;0;1012;0;0;7;0;0;1;0;0;0;0;1;;
ID_64919032542501;France;0;0;17/04/2023;25/04/2023;Soleil;4;Bahamas;Hiver;Agence;1;;17/04/2023;25/04/2023;Soleil;4;Bahamas;Hiver;Agence;1;;0;0;1;0;0;2376;0;0;7;0;0;1;0;0;0;1;7;
ID_64919532292672;France;0;0;27/10/2023;03/11/2023;Soleil;3;France;Eté;Web;2;;27/10/2023;03/11/2023;Soleil;3;France;Eté;Web;2;;0;0;1;0;0;2009;0;0;7;0;0;2;0;0;124;1;7;Boutique|Excursion
ID_64920432331021;France;0;0;24/02/2022;26/02/2022;Soleil;4;France;Hiver;Agence;2;;24/02/2022;26/02/2022;Soleil;4;France;Hiver;Agence;2;;0;1;0;0;641;0;0;2;0;0;2;0;0;0;0;1;;
ID_64932032263614;France;0;0;21/07/2023;28/07/2023;Soleil;4;Martinique;Eté;Indirect;1;;21/07/2023;28/07/2023;Soleil;4;Martinique;Eté;Indirect;1;;0;0;1;0;0;1452;0;0;7;0;0;1;0;0;0;1;7;
ID_64932932335747;France;0;0;01/05/2022;08/05/2022;Soleil;4;Morocco;Hiver;Web;2;2;01/05/2022;08/05/2022;Soleil;4;Morocco;Hiver;Web;2;2;0;1;0;0;4355;0;0;7;0;0;4;0;0;0;0;1;7;
ID_64935232504843;France;0;1;15/10/2021;22/10/2021;Montagne;4;Switzerland;Eté;Agence;2;2;15/10/2021;22/10/2021;Montagne;4;Switzerland;Eté;Agence;2;2;1;0;0;2903;0;0;7;0;0;4;0;0;75;0;0;1;7;Boutique
ID_64936432379327;France;0;0;14/12/2022;17/12/2022;Soleil;3;France;Eté;Agence;1;;14/12/2022;17/12/2022;Soleil;3;France;Eté;Agence;1;;0;1;0;0;387;0;0;3;0;0;1;0;0;0;0;1;3;
ID_64937932199075;France;0;0;20/05/2023;27/05/2023;Montagne;3;France;Hiver;Indirect;2;1;07/09/2023;10/09/2023;Soleil;3;France;Eté;Indirect;1;;0;0;2;0;0;3745;0;0;10;0;0;4;0;0;165;2;5;Enfants|Sports
ID_64938032241219;France;0;0;24/07/2021;07/08/2021;Soleil;4;Portugal;Eté;Indirect;2;;24/07/2021;07/08/2021;Soleil;4;Portugal;Eté;Indirect;2;;1;0;0;5136;0;0;7;0;0;2;0;0;34;0;0;1;7;Restauration
ID_64939632522989;France;0;0;09/03/2023;18/03/2023;Soleil;4;Dominican Republic;Hiver;Indirect;2;1;09/03/2023;18/03/2023;Soleil;4;Dominican Republic;Hiver;Indirect;2;1;0;0;1;0;0;3384;0;0;9;0;0;3;0;0;132;1;9;Services|Boutique
ID_64947232452381;France;0;0;07/11/2021;18/11/2021;Soleil;3;France;Eté;Indirect;1;;07/11/2021;18/11/2021;Soleil;3;France;Eté;Indirect;1;;1;0;0;1318;0;0;11;0;0;1;0;0;203;0;0;1;11;Services|Excursion
ID_64952032952512;France;0;0;01/02/2022;08/02/2022;Soleil;3;Morocco;Hiver;Agence;2;3;01/02/2022;08/02/2022;Soleil;3;Morocco;Hiver;Agence;2;3;0;1;0;0;2674;0;0;7;0;0;5;0;0;681;0;1;7;Boutique|Bien-être|Enfants|Services
ID_64956232846586;France;0;0;11/08/2023;18/08/2023;Soleil;3;Italy;Eté;Web;2;1;11/08/2023;18/08/2023;Soleil;3;Italy;Eté;Web;2;1;0;0;1;0;0;2207;0;0;7;0;0;3;0;0;275;1;;Excursion|Bien-être|Boutique|Services
ID_64965432988752;France;0;0;23/09/2023;30/09/2023;Montagne;4;France;Eté;Agence;2;2;23/09/2023;30/09/2023;Montagne;4;France;Eté;Agence;2;2;0;0;1;0;0;3420;0;0;7;0;0;4;0;0;0;1;7;
ID_64966632413655;France;0;0;10/07/2021;17/07/2021;Soleil;4;Portugal;Eté;Agence;2;;10/07/2021;17/07/2021;Soleil;4;Portugal;Eté;Agence;2;;1;0;0;2042;0;0;7;0;0;2;0;0;775;0;0;1;7;Sports|Excursion
ID_64968332768895;France;0;0;06/04/2023;13/04/2023;Soleil;4;Usa;Hiver;Web;2;;06/04/2023;13/04/2023;Soleil;4;Usa;Hiver;Web;2;;0;0;1;0;0;9034;0;0;7;0;0;2;0;0;435;1;7;Excursion|Services
ID_64972732914312;France;0;0;22/05/2022;29/05/2022;Montagne;4;France;Hiver;Agence;2;;22/05/2022;29/05/2022;Montagne;4;France;Hiver;Agence;2;;0;1;0;0;4544;0;0;7;0;0;2;0;0;130;0;1;7;Restauration|Boutique|Bien-être
ID_64974632522935;France;0;0;21/04/2023;28/04/2023;Montagne;3;France;Hiver;Agence;2;3;21/04/2023;28/04/2023;Montagne;3;France;Hiver;Agence;2;3;0;0;1;0;0;6441;0;0;7;0;0;5;0;0;210;1;7;Services|Sports
ID_64980632128708;France;0;0;28/05/2022;04/06/2022;Soleil;4;Morocco;Hiver;Web;2;1;28/05/2022;04/06/2022;Soleil;4;Morocco;Hiver;Web;2;1;0;1;0;0;2720;0;0;7;0;0;3;0;0;144;0;1;7;Boutique|Services|Restauration
ID_64982732750486;France;0;0;17/10/2022;24/10/2022;Soleil;3;Tunisia;Eté;Agence;1;;17/10/2022;24/10/2022;Soleil;3;Tunisia;Eté;Agence;1;;0;1;0;0;1389;0;0;7;0;0;1;0;0;0;0;1;7;
ID_64984732506986;France;0;0;10/02/2021;14/02/2021;Montagne;4;France;Hiver;Agence;2;;09/02/2022;13/02/2022;Montagne;4;France;Hiver;Indirect;2;;1;1;0;1425;1528;0;4;4;0;2;2;0;70;0;0;2;4;Boutique|Bien-être
ID_64992232574273;France;0;0;15/10/2021;22/10/2021;Soleil;3;France;Eté;Agence;2;2;15/10/2021;22/10/2021;Soleil;3;France;Eté;Agence;2;2;1;0;0;4070;0;0;7;0;0;4;0;0;110;0;0;1;7;Restauration|Excursion|Bien-être
ID_64994132667590;France;0;0;29/06/2022;06/07/2022;Soleil;4;Guadeloupe;Hiver;Web;2;;29/06/2022;06/07/2022;Soleil;4;Guadeloupe;Hiver;Web;2;;0;1;0;0;4965;0;0;7;0;0;2;0;0;255;0;1;7;Restauration|Services|Boutique
ID_64995432636791;France;0;1;05/11/2022;12/11/2022;Soleil;3;France;Eté;Agence;2;;05/11/2022;12/11/2022;Soleil;3;France;Eté;Agence;2;;0;1;0;0;1843;0;0;7;0;0;2;0;0;;0;1;7;Boutique
ID_64997032121244;France;0;0;29/08/2021;02/09/2021;Soleil;4;France;Eté;Web;1;1;29/08/2021;02/09/2021;Soleil;4;France;Eté;Web;1;1;1;0;0;1048;0;0;3;0;0;2;0;0;0;0;0;1;3;
ID_65005632326069;France;0;0;31/03/2023;07/04/2023;Montagne;3;France;Hiver;Indirect;2;1;31/03/2023;07/04/2023;Montagne;3;France;Hiver;Indirect;2;1;0;0;1;0;0;2932;0;0;7;0;0;3;0;0;233;1;7;Boutique|Sports
ID_65011632354081;France;1;0;14/10/2023;21/10/2023;Soleil;3;France;Eté;Agence;1;;14/10/2023;21/10/2023;Soleil;3;France;Eté;Agence;1;;0;0;1;0;0;1345;0;0;7;0;0;1;0;0;0;1;7;
ID_65024332474422;France;0;0;09/07/2021;16/07/2021;Soleil;4;Turkey;Eté;Agence;1;;22/06/2022;30/06/2022;Soleil;4;Mexico;Hiver;Agence;1;;1;1;0;1425;2377;0;7;7;0;1;1;0;156;33;0;2;7;Boutique|Excursion
ID_65024432282824;France;1;0;14/04/2023;21/04/2023;Montagne;4;France;Hiver;Web;1;;14/04/2023;21/04/2023;Montagne;4;France;Hiver;Web;1;;0;0;1;0;0;1940;0;0;7;0;0;1;0;0;149;1;;Boutique|Excursion|Restauration
ID_65026732348943;France;0;0;27/02/2021;03/03/2021;Soleil;3;Morocco;Hiver;Indirect;2;;27/02/2021;03/03/2021;Soleil;3;Morocco;Hiver;Indirect;2;;1;0;0;4900;0;0;7;0;0;2;0;0;677;0;0;1;7;Boutique|Services|Restauration
ID_65028832919575;France;0;0;06/11/2022;11/11/2022;Soleil;4;Turkey;Eté;Web;2;2;06/11/2022;11/11/2022;Soleil;4;Turkey;Eté;Web;2;2;0;1;0;0;2061;0;0;5;0;0;4;0;0;0;0;1;5;
ID_65036832494050;France;1;0;25/10/2022;03/11/2022;Soleil;4;Martinique;Eté;Indirect;2;;25/10/2022;03/11/2022;Soleil;4;Martinique;Eté;Indirect;2;;0;1;0;0;3456;0;0;9;0;0;2;0;0;522;0;1;9;Boutique|Services|Restauration
ID_65051232129234;France;0;0;08/04/2022;15/04/2022;Montagne;3;France;Hiver;Agence;2;1;08/04/2022;15/04/2022;Montagne;3;France;Hiver;Agence;2;1;0;1;0;0;6029;0;0;7;0;0;3;0;0;0;0;1;7;
ID_65053232420441;France;0;0;05/08/2021;09/08/2021;Soleil;4;Turkey;Eté;Indirect;1;;05/08/2021;09/08/2021;Soleil;4;Turkey;Eté;Indirect;1;;1;0;0;983;0;0;4;0;0;1;0;0;76;0;0;1;4;Bien-être
ID_65057932916196;France;0;0;03/01/2022;06/01/2022;Soleil;4;France;Hiver;Indirect;1;;03/01/2022;06/01/2022;Soleil;4;France;Hiver;Indirect;1;;0;1;0;0;324;0;0;3;0;0;1;0;0;0;0;1;3;
ID_65064932543055;France;0;0;07/03/2023;11/03/2023;Soleil;4;Morocco;Hiver;Agence;2;2;07/03/2023;11/03/2023;Soleil;4;Morocco;Hiver;Agence;2;2;0;0;1;0;0;717;0;0;4;0;0;4;0;0;0;1;4;
ID_65065532891423;France;1;0;27/09/2022;03/10/2022;Soleil;3;France;Eté;Web;1;2;27/09/2022;03/10/2022;Soleil;3;France;Eté;Web;1;2;0;1;0;0;3404;0;0;7;0;0;3;0;0;0;0;1;7;
ID_65068332924291;France;0;0;22/10/2022;28/10/2022;Montagne;3;France;Eté;Web;2;3;22/10/2022;28/10/2022;Montagne;3;France;Eté;Web;2;3;0;1;0;0;2588;0;0;6;0;0;5;0;0;0;0;1;6;
ID_65079632188808;France;0;0;17/03/2023;24/03/2023;Montagne;4;France;Hiver;Agence;1;;17/03/2023;24/03/2023;Montagne;4;France;Hiver;Agence;1;;0;0;1;0;0;4028;0;0;7;0;0;1;0;0;615;1;7;Boutique|Bien-être|Restauration
ID_65084232116712;France;0;0;19/04/2023;27/04/2023;Soleil;5;Croisieres;Hiver;Indirect;1;;19/04/2023;27/04/2023;Soleil;5;Croisieres;Hiver;Indirect;1;;0;0;1;0;0;3476;0;0;7;0;0;1;0;0;0;1;7;
ID_65088132721995;France;0;0;20/06/2023;27/06/2023;Soleil;4;Portugal;Hiver;Web;1;1;20/06/2023;27/06/2023;Soleil;4;Portugal;Hiver;Web;1;1;0;0;1;0;0;2310;0;0;7;0;0;2;0;0;314;1;7;Restauration|Bien-être|Services|Boutique
ID_65090532673773;France;0;0;21/01/2021;12/02/2021;Soleil;4;Mauritius Islands;Hiver;Indirect;1;;21/01/2021;12/02/2021;Soleil;4;Mauritius Islands;Hiver;Indirect;1;;1;0;0;4903;0;0;19;0;0;1;0;0;0;0;0;1;19;
ID_65092932711908;France;0;1;21/04/2023;28/04/2023;Montagne;3;France;Hiver;Agence;1;1;21/04/2023;28/04/2023;Montagne;3;France;Hiver;Agence;1;1;0;0;1;0;0;1337;0;0;7;0;0;2;0;0;199;1;;Sports
ID_65095632578015;France;0;0;16/06/2022;23/06/2022;Soleil;3;Tunisia;Hiver;Web;2;1;16/06/2022;23/06/2022;Soleil;3;Tunisia;Hiver;Web;2;1;0;1;0;0;3076;0;0;7;0;0;3;0;0;0;0;1;7;
ID_65096132711035;France;0;0;28/10/2023;03/11/2023;Soleil;4;France;Eté;Agence;1;;28/10/2023;03/11/2023;Soleil;4;France;Eté;Agence;1;;0;0;1;0;0;1089;0;0;6;0;0;1;0;0;188;1;6;Excursion|Sports|Bien-être
ID_65100032102074;France;0;0;18/03/2021;25/03/2021;Montagne;4;France;Hiver;Web;2;1;18/03/2021;25/03/2021;Montagne;4;France;Hiver;Web;2;1;1;0;0;5532;0;0;7;0;0;3;0;0;100;0;0;1;7;Services|Sports
ID_65114532810952;France;0;0;04/03/2021;11/03/2021;Montagne;3;France;Hiver;Agence;2;5;04/03/2021;11/03/2021;Montagne;3;France;Hiver;Agence;2;5;1;0;0;5162;0;0;7;0;0;7;0;0;510;0;0;1;7;Sports
ID_65123932611086;France;0;1;06/05/2023;13/05/2023;Montagne;4;Switzerland;Hiver;Agence;2;1;06/05/2023;13/05/2023;Montagne;4;Switzerland;Hiver;Agence;2;1;0;0;1;0;0;3624;0;0;7;0;0;3;0;0;450;1;7;Sports|Excursion
ID_65126132467265;France;0;0;10/09/2021;15/09/2021;Montagne;3;France;Eté;Agence;1;;10/09/2021;15/09/2021;Montagne;3;France;Eté;Agence;1;;1;0;0;781;0;0;5;0;0;1;0;0;178;0;0;1;5;Boutique|Bien-être
ID_65126132823164;France;0;0;15/05/2022;20/05/2022;Montagne;3;France;Hiver;Indirect;2;2;15/05/2022;20/05/2022;Montagne;3;France;Hiver;Indirect;2;2;0;1;0;0;3977;0;0;5;0;0;4;0;0;416;0;1;5;Excursion|Sports
ID_65136232582767;France;0;0;24/06/2023;01/07/2023;Montagne;4;France;Hiver;Web;2;2;24/06/2023;01/07/2023;Montagne;4;France;Hiver;Web;2;2;0;0;1;0;0;5920;0;0;7;0;0;4;0;0;1201;1;7;Sports|Boutique|Bien-être|Excursion
ID_65137232735206;France;0;0;01/04/2021;10/04/2021;Soleil;5;Mauritius Islands;Hiver;Agence;2;1;01/04/2021;10/04/2021;Soleil;5;Mauritius Islands;Hiver;Agence;2;1;1;0;0;10190;0;0;9;0;0;3;0;0;725;0;0;1;9;Services|Boutique|Bien-être|Restauration
ID_65137732556931;France;0;0;23/06/2022;03/07/2022;Soleil;4;Guadeloupe;Hiver;Agence;;2;23/06/2022;03/07/2022;Soleil;4;Guadeloupe;Hiver;Agence;;2;0;1;0;0;4075;0;0;10;0;0;2;0;0;0;0;1;10;
ID_65138132965544;France;0;0;19/11/2022;03/12/2022;Soleil;3;Turkey;Eté;Indirect;1;;19/11/2022;03/12/2022;Soleil;3;Turkey;Eté;Indirect;1;;0;1;0;0;2060;0;0;14;0;0;1;0;0;44;0;1;14;Boutique
ID_65138932906030;France;0;0;20/11/2022;04/12/2022;Soleil;4;Portugal;Eté;Indirect;1;;20/11/2022;04/12/2022;Soleil;4;Portugal;Eté;Indirect;1;;0;1;0;0;1952;0;0;14;0;0;1;0;0;550;0;1;14;Excursion|Boutique|Services
ID_65142532883564;France;0;0;21/02/2021;28/02/2021;Montagne;3;France;Hiver;Agence;2;1;21/02/2021;28/02/2021;Montagne;3;France;Hiver;Agence;2;1;1;0;0;4157;0;0;7;0;0;3;0;0;60;0;0;1;7;Sports
ID_65143232392026;France;0;0;08/04/2022;15/04/2022;Montagne;3;France;Hiver;Indirect;;1;08/04/2022;15/04/2022;Montagne;3;France;Hiver;Indirect;;1;0;1;0;0;1430;0;0;7;0;0;1;0;0;0;0;1;;
ID_65146032150237;France;0;0;04/11/2023;12/11/2023;Soleil;4;Greece;Eté;Agence;2;;04/11/2023;12/11/2023;Soleil;4;Greece;Eté;Agence;2;;0;0;1;0;0;4848;0;0;8;0;0;2;0;0;0;1;8;
ID_65147932299075;France;0;0;05/02/2023;13/02/2023;Soleil;4;Dominican Republic;Hiver;Agence;1;;05/02/2023;13/02/2023;Soleil;4;Dominican Republic;Hiver;Agence;1;;0;0;1;0;0;1548;0;0;7;0;0;1;0;0;0;1;7;
ID_65149832489667;France;1;0;23/07/2022;30/07/2022;Soleil;3;Turkey;Eté;Indirect;1;;23/07/2022;30/07/2022;Soleil;3;Turkey;Eté;Indirect;1;;0;1;0;0;1139;0;0;7;0;0;1;0;0;0;0;1;7;
ID_65153932877730;France;0;0;13/07/2021;16/07/2021;Soleil;4;Morocco;Eté;Web;2;2;13/07/2021;16/07/2021;Soleil;4;Morocco;Eté;Web;2;2;1;0;0;755;0;0;3;0;0;4;0;0;0;0;0;1;3;
ID_65160732770298;France;0;0;09/08/2022;16/08/2022;Soleil;3;Italy;Eté;Agence;1;;09/08/2022;16/08/2022;Soleil;3;Italy;Eté;Agence;1;;0;1;0;0;1179;0;0;7;0;0;1;0;0;285;0;1;7;Excursion|Boutique|Services
ID_65173832529474;France;0;0;22/12/2021;29/12/2021;Soleil;4;Dominican Republic;Eté;Agence;1;1;22/12/2021;29/12/2021;Soleil;4;Dominican Republic;Eté;Agence;1;1;1;0;0;3534;0;0;7;0;0;2;0;0;1029;0;0;1;7;Bien-être|Boutique|Services
ID_65188232260800;France;0;0;20/02/2022;28/02/2022;Soleil;4;Guadeloupe;Hiver;Indirect;2;2;06/07/2022;10/07/2022;Soleil;4;Morocco;Eté;Indirect;2;2;0;2;0;0;4961;0;0;11;0;0;2;0;0;91;0;2;6;Restauration
ID_65192532921355;France;0;0;06/01/2021;14/01/2021;Soleil;4;Indonesia;Hiver;Agence;1;;06/01/2021;14/01/2021;Soleil;4;Indonesia;Hiver;Agence;1;;1;0;0;1880;0;0;8;0;0;1;0;0;477;0;0;1;8;Bien-être|Boutique|Excursion
ID_65195032659701;France;0;0;19/09/2021;26/09/2021;Montagne;3;France;Eté;Agence;2;;19/09/2021;26/09/2021;Montagne;3;France;Eté;Agence;2;;1;0;0;1876;0;0;7;0;0;2;0;0;372;0;0;1;7;Services|Restauration|Bien-être|Boutique
ID_65202232514348;France;0;0;08/05/2022;15/05/2022;Soleil;4;Martinique;Hiver;Web;2;;08/05/2022;15/05/2022;Soleil;4;Martinique;Hiver;Web;2;;0;1;0;0;3953;0;0;7;0;0;2;0;0;297;0;1;7;Boutique|Bien-être|Services
ID_65205232581590;France;0;0;20/05/2023;27/05/2023;Montagne;4;France;Hiver;Agence;1;;20/05/2023;27/05/2023;Montagne;4;France;Hiver;Agence;1;;0;0;1;0;0;2358;0;0;7;0;0;1;0;0;57;1;7;Sports
ID_65205332671289;France;0;0;27/11/2021;04/12/2021;Soleil;3;Turkey;Eté;Web;2;;27/11/2021;04/12/2021;Soleil;3;Turkey;Eté;Web;2;;1;0;0;2517;0;0;7;0;0;2;0;0;906;0;0;1;7;Boutique|Restauration
ID_65208632275813;France;0;0;25/05/2023;02/06/2023;Soleil;5;Croisieres;Hiver;Agence;2;;25/05/2023;02/06/2023;Soleil;5;Croisieres;Hiver;Agence;2;;0;0;1;0;0;6050;0;0;8;0;0;2;0;0;392;1;8;Boutique|Services
ID_65209232977424;France;0;0;02/05/2023;10/05/2023;Soleil;4;Bahamas;Hiver;Indirect;1;;19/11/2023;23/11/2023;Soleil;4;Portugal;Eté;Agence;1;;0;0;2;0;0;2770;0;0;11;0;0;2;0;0;112;2;6;Boutique|Restauration
ID_65210832352554;France;0;0;20/10/2021;22/10/2021;Soleil;3;France;Eté;Agence;2;;20/10/2021;22/10/2021;Soleil;3;France;Eté;Agence;2;;1;0;0;1136;0;0;2;0;0;2;0;0;0;0;0;1;2;
